part,Description,qty,
ERJ-14Y0R00U,,23,
TPS22922BYZPR,,2,
GRM188R72A104KA35D,,10,
BLM15BD601SN1D,,30,
AO4752,,5,
ERJ-8ENF1002,,89,
LQH2HPZ1R0NJRL,,2,
C0603C682K3RACTU,,8,
530470310,,4,
RC0201FR-074K99L,,88,
CGA2B3X7R1E224K050BB,,22,
CL05B332KB5NNNC,,86,
9774015243R,,1,
C0805C471J5GACTU,,28,
ERA-2AED103X,,7,
DF13A-2P-1.25H(50),,2,
C1S 2,,4,
RC0402FR-07100RL,,84,
MMBT3904LT3G,,84,
RC0402FR-07100RL,,84,
C0603C103M5RACTU,,80,
CL10C430JB8NNNC,,79,
ERJ-2RKF1243X,,79,
RC0402FR-07162KL,,79,
DF13-9P-1.25DSA(50),,1,
DF13-3P-1.25DS(20),,2,
LPPB051NFFN-RC,,1,
B4B-XH-A(LF)(SN),,4,
CC0201KRX7R7BB103,,76,
CC0805JRNPO9BN471,,76,
RC0201FR-0733KL,,76,
RC0201JR-073K3L,,76,
PTS645SK43SMTRLFS,,5,
ERJ-3EKF82R0V,,75,
ERJ-2RKF22R0X,,74,
ERJ-3EKF1581V,,72,
ERJ-3EKF20R0V,,72,
ERJ-3EKF2100V,,72,
GRM0335C1H510GA01D,,72,
GRM0335C1E470JA01J,,72,
ERJ-3EKF1503V,,70,
ERJ-3EKF3743V,,70,
CRCW06033R00FKEA,,34,
TPS51206DSQR,,2,
EKZN500ELL101MHB5D,,3,
MMSZ5227B,,9,
DF13-3P-1.25DSA(50),,2,
1-2834016-4,,1,
ERJ-8ENF10R0V,,30,
ERJ-3EKF2403V,,30,
RT0603DRE0713K7L,,30,
RC0201FR-07100KL,,60,
C0603C104K4RACTU,,59,
RC0201JR-074K7L,,58,
CL05B103KA5NNNC,,58,
CRCW040245K3FKED,,57,
PEC11SBBN,,1,
RC0201FR-07150RL,,56,
RF2118-000,,1,
SN74LV14ADR,,5,
ERJ-3EKF4643V,,52,
CC0201KRX5R8BB103,,52,
DF13-2P-1.25DSA,,3,
DF13-6P-1.25DSA(50),,1,
ERJ-8ENF2000V,,25,
ERJ-3EKF1373V,,50,
ERJ-3EKF2491V,,48,
ERJ-3EKF1052V,,48,
HC-49/U-S24000000ABJB,,1,
SLP3-150-100-F,,2,
TPS7A051825PYKAR,,2,
RC0402FR-072K37L,,45,
ERJ-6ENF2000V,,44,
RC0603FR-0763K4L,,43,
67997-108HLF,,1,
DF57H-3P-1.2V(21),,1,
15244441    ,,1,
RC0201FR-071KL,,41,
22284020,,5,
RCS0402100RFKED,,40,
ERJ-3EKF22R0V,,38,
RC1608F106CS,,37,
ERJ-3EKF2002V,,34,
TMM-102-02-L-S,,2,
RC0402FR-0710K7L,,30,
RC0402FR-0710K7L,,30,
CL10A476MQENRBE,,1,
CL05B683KO5NNNC,,28,
ERJ-2RKF5102X,,26,
ERJ-3GEYJ391V,,25,
CGA4J3X7S2A105K125AB,,1,
DF3A-3P-2DSA,,2,
CL10B475KQ8NQNC,,11,
GRM033R61E103KA12D,,20,
ERJ-3EKF1242V,,10,
ERJ-3EKF8451V,,10,
ERJ-3EKF1153V,,9,
ERJ-3EKF4993V,,9,
ERJ-3EKF6651V,,9,
FDMS86201,,32,
LQG15HS27NJ02D,,160,
518-77-478M26-131106,,2,
MB2411A2G40,,11,
C1206C107M9PACTU,,80,
XCKU035-1SFVA784C,,1,
RC0201FR-072K7L,,255,
88X3220PA0-BTH4C000,,1,
CL03A105MR3CSNH,,460,
RT0402DRE0710KL,,230,
AC0402FR-0740K2L,,248,
UCC8-010-1-H-S-1-A  ,,8,
UEC5-019-2-H-D-RA-1 ,,19,
ASFLMPLV-100.000MHZ-LR-T,,3,
88X3310PA1-BUS4C000,,46,
EEE-FPV101XAP,,100,
GCJ188R71E105KA01D,,100,
CL21B475KOFNFNE,,94,
UMK107AB7105KA-T,,90,
GRM188R61C106KAALD,,46,
UMK316ABJ475KD-T,,24,
CGA6M3X7S2A475M200AB,,92,
M64,,2,
ERJ-3EKF6803V,,190,
C0603C102K5RECAUTO,,140,
GRT155R61E474KE01D,,60,
CL10A475KA8NQNC,,10,
GRM31CR61E476ME44L,,30,
XCVU095-2FFVB1760I,,2,
GRM188R61E106MA73D,,100,
T100V-020.0M,,1,
CGB2A1X5R1C105K033BC,,1844,
GRM31CR60J227ME11L,,78,
TMK107B7105KA-T,,174,
GRM155C80J106ME11D,,1628,
ERJ-1GNF8871C,,120,
02016D223KAT2A,,350,
CRCW040242K2FKED,,200,
RC0402FR-071K65L,,248,
RMCF0402FT12K7,,246,
CGA1A2X7R1C681K030BA,,248,
GRM033R71C102KA01D,,248,
CPF0402B28K7E1,,28,
ERA-2AEB1692X ,,248,
LQM32PN1R0MG0L,,22,
CL05A226MQ5N6J8,,110,
CL10A475KP8NNNC,,280,
C0603C200J5GACAUTO,,68,
CL32A107MQVNNWE,,74,
3412.0123.22,,25,
TMK325B7226KMHT,,0,
RC0603FR-0742K2L,,150,
GRT31CR61H106ME01L,,50,
SRP2512-2R2M,,56,
CL21A226MOCLRNC,,112,
DMN3065LW-7,,82,
CC0201KRX5R5BB474,,260,
CL21A476MQYNNNE,,136,
CL31A476MPHNNNE,,98,
22201C106MAT2A,,20,
EMK325ABJ107MM-P,,4,
APHF1608LSEEQBDZGKC,,32,
RC0201FR-0782K5L,,230,
TPSD227M016R0200V,,10,
APG1608SURKC,,126,
DF13-3P-1.25DSA,,53,
RC0402FR-0726K1L,,272,
ERA-2AEB103X,,100,
MT25QL512ABB1EW9-0SIT,,4,
SML-LX0404SIUPGUSB,,398,
ERJ-2RKF4701X,,8058,
RC0201FR-071K,,172,
SIS862DN-T1-GE3,,10,
1054500101,,5,
74279228111,,137,
ERJ-3EKF5233V,,96,
XPLAWT-00-0000-0000V5051,,500,
NCP21XV103J03RA,,5481,
